TEST,m_068_jpg.rf.082ebbc9c2d67f94acd5b1b90c5f9713.jpg,cyano,0.028125,0.2453125,,,0.046875,0.2796875,,
TEST,m_068_jpg.rf.082ebbc9c2d67f94acd5b1b90c5f9713.jpg,cyano,0.284375,0.1953125,,,0.2984375,0.2171875,,
TEST,m_068_jpg.rf.082ebbc9c2d67f94acd5b1b90c5f9713.jpg,cyano,0.2625,0.296875,,,0.2859375,0.3328125,,
TEST,m_068_jpg.rf.082ebbc9c2d67f94acd5b1b90c5f9713.jpg,cyano,0.3828125,0.278125,,,0.4078125,0.3109375,,
TEST,m_068_jpg.rf.082ebbc9c2d67f94acd5b1b90c5f9713.jpg,cyano,0.425,0.1890625,,,0.453125,0.23125,,
TEST,m_068_jpg.rf.082ebbc9c2d67f94acd5b1b90c5f9713.jpg,cyano,0.4734375,0.1203125,,,0.4953125,0.1484375,,
TEST,m_068_jpg.rf.082ebbc9c2d67f94acd5b1b90c5f9713.jpg,cyano,0.340625,0.4140625,,,0.365625,0.44375,,
TEST,m_068_jpg.rf.082ebbc9c2d67f94acd5b1b90c5f9713.jpg,cyano,0.3609375,0.309375,,,0.3765625,0.3390625,,
TEST,m_068_jpg.rf.082ebbc9c2d67f94acd5b1b90c5f9713.jpg,cyano,0.0203125,0.8953125,,,0.04375,0.9265625,,
TEST,m_068_jpg.rf.082ebbc9c2d67f94acd5b1b90c5f9713.jpg,cyano,0.0234375,0.790625,,,0.0390625,0.8140625,,
TEST,m_068_jpg.rf.082ebbc9c2d67f94acd5b1b90c5f9713.jpg,cyano,0.0359375,0.703125,,,0.059375,0.7328125,,
TEST,m_068_jpg.rf.082ebbc9c2d67f94acd5b1b90c5f9713.jpg,cyano,0.0578125,0.7359375,,,0.084375,0.771875,,
TEST,m_068_jpg.rf.082ebbc9c2d67f94acd5b1b90c5f9713.jpg,cyano,0.090625,0.715625,,,0.1140625,0.753125,,
TEST,m_068_jpg.rf.082ebbc9c2d67f94acd5b1b90c5f9713.jpg,cyano,0.10625,0.66875,,,0.134375,0.7,,
TEST,m_068_jpg.rf.082ebbc9c2d67f94acd5b1b90c5f9713.jpg,cyano,0.2109375,0.75625,,,0.2328125,0.7875,,
TEST,m_068_jpg.rf.082ebbc9c2d67f94acd5b1b90c5f9713.jpg,cyano,0.146875,0.55,,,0.1765625,0.5859375,,
TEST,m_068_jpg.rf.082ebbc9c2d67f94acd5b1b90c5f9713.jpg,cyano,0.2203125,0.63125,,,0.2453125,0.659375,,
TEST,m_068_jpg.rf.082ebbc9c2d67f94acd5b1b90c5f9713.jpg,cyano,0.3171875,0.6375,,,0.3453125,0.6703125,,
